,Region,Codigo region,Poblacion,fecha,Cantidad
0,Arica y Parinacota,15,252110,2020-04-01,0
1,Arica y Parinacota,15,252110,2020-04-02,0
2,Arica y Parinacota,15,252110,2020-04-03,0
3,Arica y Parinacota,15,252110,2020-04-04,0
4,Arica y Parinacota,15,252110,2020-04-05,2
5,Arica y Parinacota,15,252110,2020-04-06,4
6,Arica y Parinacota,15,252110,2020-04-07,4
7,Arica y Parinacota,15,252110,2020-04-08,5
8,Arica y Parinacota,15,252110,2020-04-09,5
9,Arica y Parinacota,15,252110,2020-04-10,5
10,Arica y Parinacota,15,252110,2020-04-11,5
11,Arica y Parinacota,15,252110,2020-04-12,5
12,Arica y Parinacota,15,252110,2020-04-13,5
13,Arica y Parinacota,15,252110,2020-04-14,5
14,Arica y Parinacota,15,252110,2020-04-15,5
15,Arica y Parinacota,15,252110,2020-04-16,6
16,Arica y Parinacota,15,252110,2020-04-17,6
17,Tarapaca,1,382773,2020-04-01,1
18,Tarapaca,1,382773,2020-04-02,1
19,Tarapaca,1,382773,2020-04-03,1
20,Tarapaca,1,382773,2020-04-04,1
21,Tarapaca,1,382773,2020-04-05,1
22,Tarapaca,1,382773,2020-04-06,2
23,Tarapaca,1,382773,2020-04-07,2
24,Tarapaca,1,382773,2020-04-08,2
25,Tarapaca,1,382773,2020-04-09,2
26,Tarapaca,1,382773,2020-04-10,3
27,Tarapaca,1,382773,2020-04-11,3
28,Tarapaca,1,382773,2020-04-12,2
29,Tarapaca,1,382773,2020-04-13,2
30,Tarapaca,1,382773,2020-04-14,1
31,Tarapaca,1,382773,2020-04-15,0
32,Tarapaca,1,382773,2020-04-16,0
33,Tarapaca,1,382773,2020-04-17,0
34,Antofagasta,2,691854,2020-04-01,3
35,Antofagasta,2,691854,2020-04-02,4
36,Antofagasta,2,691854,2020-04-03,3
37,Antofagasta,2,691854,2020-04-04,3
38,Antofagasta,2,691854,2020-04-05,3
39,Antofagasta,2,691854,2020-04-06,3
40,Antofagasta,2,691854,2020-04-07,2
41,Antofagasta,2,691854,2020-04-08,2
42,Antofagasta,2,691854,2020-04-09,2
43,Antofagasta,2,691854,2020-04-10,3
44,Antofagasta,2,691854,2020-04-11,2
45,Antofagasta,2,691854,2020-04-12,3
46,Antofagasta,2,691854,2020-04-13,4
47,Antofagasta,2,691854,2020-04-14,4
48,Antofagasta,2,691854,2020-04-15,5
49,Antofagasta,2,691854,2020-04-16,5
50,Antofagasta,2,691854,2020-04-17,6
51,Atacama,3,314709,2020-04-01,0
52,Atacama,3,314709,2020-04-02,0
53,Atacama,3,314709,2020-04-03,0
54,Atacama,3,314709,2020-04-04,0
55,Atacama,3,314709,2020-04-05,0
56,Atacama,3,314709,2020-04-06,0
57,Atacama,3,314709,2020-04-07,0
58,Atacama,3,314709,2020-04-08,1
59,Atacama,3,314709,2020-04-09,1
60,Atacama,3,314709,2020-04-10,1
61,Atacama,3,314709,2020-04-11,1
62,Atacama,3,314709,2020-04-12,1
63,Atacama,3,314709,2020-04-13,1
64,Atacama,3,314709,2020-04-14,1
65,Atacama,3,314709,2020-04-15,1
66,Atacama,3,314709,2020-04-16,1
67,Atacama,3,314709,2020-04-17,1
68,Coquimbo,4,836096,2020-04-01,1
69,Coquimbo,4,836096,2020-04-02,1
70,Coquimbo,4,836096,2020-04-03,1
71,Coquimbo,4,836096,2020-04-04,2
72,Coquimbo,4,836096,2020-04-05,1
73,Coquimbo,4,836096,2020-04-06,1
74,Coquimbo,4,836096,2020-04-07,2
75,Coquimbo,4,836096,2020-04-08,1
76,Coquimbo,4,836096,2020-04-09,1
77,Coquimbo,4,836096,2020-04-10,2
78,Coquimbo,4,836096,2020-04-11,2
79,Coquimbo,4,836096,2020-04-12,1
80,Coquimbo,4,836096,2020-04-13,0
81,Coquimbo,4,836096,2020-04-14,1
82,Coquimbo,4,836096,2020-04-15,1
83,Coquimbo,4,836096,2020-04-16,0
84,Coquimbo,4,836096,2020-04-17,0
85,Valparaiso,5,1960170,2020-04-01,14
86,Valparaiso,5,1960170,2020-04-02,17
87,Valparaiso,5,1960170,2020-04-03,18
88,Valparaiso,5,1960170,2020-04-04,22
89,Valparaiso,5,1960170,2020-04-05,27
90,Valparaiso,5,1960170,2020-04-06,22
91,Valparaiso,5,1960170,2020-04-07,21
92,Valparaiso,5,1960170,2020-04-08,20
93,Valparaiso,5,1960170,2020-04-09,22
94,Valparaiso,5,1960170,2020-04-10,21
95,Valparaiso,5,1960170,2020-04-11,22
96,Valparaiso,5,1960170,2020-04-12,18
97,Valparaiso,5,1960170,2020-04-13,16
98,Valparaiso,5,1960170,2020-04-14,16
99,Valparaiso,5,1960170,2020-04-15,16
100,Valparaiso,5,1960170,2020-04-16,18
101,Valparaiso,5,1960170,2020-04-17,18
102,Metropolitana,13,8125072,2020-04-01,83
103,Metropolitana,13,8125072,2020-04-02,90
104,Metropolitana,13,8125072,2020-04-03,107
105,Metropolitana,13,8125072,2020-04-04,129
106,Metropolitana,13,8125072,2020-04-05,146
107,Metropolitana,13,8125072,2020-04-06,161
108,Metropolitana,13,8125072,2020-04-07,160
109,Metropolitana,13,8125072,2020-04-08,174
110,Metropolitana,13,8125072,2020-04-09,164
111,Metropolitana,13,8125072,2020-04-10,181
112,Metropolitana,13,8125072,2020-04-11,178
113,Metropolitana,13,8125072,2020-04-12,185
114,Metropolitana,13,8125072,2020-04-13,189
115,Metropolitana,13,8125072,2020-04-14,190
116,Metropolitana,13,8125072,2020-04-15,198
117,Metropolitana,13,8125072,2020-04-16,196
118,Metropolitana,13,8125072,2020-04-17,202
119,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-01,5
120,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-02,5
121,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-03,5
122,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-04,5
123,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-05,5
124,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-06,6
125,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-07,6
126,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-08,6
127,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-09,6
128,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-10,7
129,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-11,7
130,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-12,7
131,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-13,7
132,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-14,5
133,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-15,6
134,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-16,4
135,Del Libertador General Bernardo O’Higgins,6,991063,2020-04-17,4
136,Maule,7,1131939,2020-04-01,3
137,Maule,7,1131939,2020-04-02,3
138,Maule,7,1131939,2020-04-03,3
139,Maule,7,1131939,2020-04-04,3
140,Maule,7,1131939,2020-04-05,4
141,Maule,7,1131939,2020-04-06,5
142,Maule,7,1131939,2020-04-07,7
143,Maule,7,1131939,2020-04-08,8
144,Maule,7,1131939,2020-04-09,10
145,Maule,7,1131939,2020-04-10,11
146,Maule,7,1131939,2020-04-11,13
147,Maule,7,1131939,2020-04-12,15
148,Maule,7,1131939,2020-04-13,16
149,Maule,7,1131939,2020-04-14,15
150,Maule,7,1131939,2020-04-15,15
151,Maule,7,1131939,2020-04-16,13
152,Maule,7,1131939,2020-04-17,12
153,Nuble,16,511551,2020-04-01,7
154,Nuble,16,511551,2020-04-02,8
155,Nuble,16,511551,2020-04-03,10
156,Nuble,16,511551,2020-04-04,11
157,Nuble,16,511551,2020-04-05,10
158,Nuble,16,511551,2020-04-06,11
159,Nuble,16,511551,2020-04-07,13
160,Nuble,16,511551,2020-04-08,13
161,Nuble,16,511551,2020-04-09,13
162,Nuble,16,511551,2020-04-10,13
163,Nuble,16,511551,2020-04-11,13
164,Nuble,16,511551,2020-04-12,12
165,Nuble,16,511551,2020-04-13,13
166,Nuble,16,511551,2020-04-14,12
167,Nuble,16,511551,2020-04-15,13
168,Nuble,16,511551,2020-04-16,12
169,Nuble,16,511551,2020-04-17,12
170,Biobio,8,1663696,2020-04-01,14
171,Biobio,8,1663696,2020-04-02,18
172,Biobio,8,1663696,2020-04-03,21
173,Biobio,8,1663696,2020-04-04,24
174,Biobio,8,1663696,2020-04-05,26
175,Biobio,8,1663696,2020-04-06,27
176,Biobio,8,1663696,2020-04-07,32
177,Biobio,8,1663696,2020-04-08,31
178,Biobio,8,1663696,2020-04-09,33
179,Biobio,8,1663696,2020-04-10,32
180,Biobio,8,1663696,2020-04-11,33
181,Biobio,8,1663696,2020-04-12,31
182,Biobio,8,1663696,2020-04-13,35
183,Biobio,8,1663696,2020-04-14,35
184,Biobio,8,1663696,2020-04-15,35
185,Biobio,8,1663696,2020-04-16,30
186,Biobio,8,1663696,2020-04-17,27
187,La Araucania,9,1014343,2020-04-01,26
188,La Araucania,9,1014343,2020-04-02,29
189,La Araucania,9,1014343,2020-04-03,37
190,La Araucania,9,1014343,2020-04-04,44
191,La Araucania,9,1014343,2020-04-05,44
192,La Araucania,9,1014343,2020-04-06,46
193,La Araucania,9,1014343,2020-04-07,46
194,La Araucania,9,1014343,2020-04-08,54
195,La Araucania,9,1014343,2020-04-09,56
196,La Araucania,9,1014343,2020-04-10,57
197,La Araucania,9,1014343,2020-04-11,53
198,La Araucania,9,1014343,2020-04-12,56
199,La Araucania,9,1014343,2020-04-13,52
200,La Araucania,9,1014343,2020-04-14,46
201,La Araucania,9,1014343,2020-04-15,46
202,La Araucania,9,1014343,2020-04-16,47
203,La Araucania,9,1014343,2020-04-17,47
204,Los Rios,14,405835,2020-04-01,1
205,Los Rios,14,405835,2020-04-02,2
206,Los Rios,14,405835,2020-04-03,2
207,Los Rios,14,405835,2020-04-04,2
208,Los Rios,14,405835,2020-04-05,3
209,Los Rios,14,405835,2020-04-06,4
210,Los Rios,14,405835,2020-04-07,6
211,Los Rios,14,405835,2020-04-08,6
212,Los Rios,14,405835,2020-04-09,7
213,Los Rios,14,405835,2020-04-10,7
214,Los Rios,14,405835,2020-04-11,7
215,Los Rios,14,405835,2020-04-12,7
216,Los Rios,14,405835,2020-04-13,7
217,Los Rios,14,405835,2020-04-14,7
218,Los Rios,14,405835,2020-04-15,6
219,Los Rios,14,405835,2020-04-16,7
220,Los Rios,14,405835,2020-04-17,6
221,Los Lagos,10,891440,2020-04-01,10
222,Los Lagos,10,891440,2020-04-02,12
223,Los Lagos,10,891440,2020-04-03,18
224,Los Lagos,10,891440,2020-04-04,22
225,Los Lagos,10,891440,2020-04-05,22
226,Los Lagos,10,891440,2020-04-06,23
227,Los Lagos,10,891440,2020-04-07,24
228,Los Lagos,10,891440,2020-04-08,25
229,Los Lagos,10,891440,2020-04-09,24
230,Los Lagos,10,891440,2020-04-10,25
231,Los Lagos,10,891440,2020-04-11,26
232,Los Lagos,10,891440,2020-04-12,26
233,Los Lagos,10,891440,2020-04-13,25
234,Los Lagos,10,891440,2020-04-14,26
235,Los Lagos,10,891440,2020-04-15,26
236,Los Lagos,10,891440,2020-04-16,27
237,Los Lagos,10,891440,2020-04-17,26
238,Aysen,11,107297,2020-04-01,0
239,Aysen,11,107297,2020-04-02,0
240,Aysen,11,107297,2020-04-03,0
241,Aysen,11,107297,2020-04-04,0
242,Aysen,11,107297,2020-04-05,0
243,Aysen,11,107297,2020-04-06,0
244,Aysen,11,107297,2020-04-07,0
245,Aysen,11,107297,2020-04-08,0
246,Aysen,11,107297,2020-04-09,0
247,Aysen,11,107297,2020-04-10,0
248,Aysen,11,107297,2020-04-11,0
249,Aysen,11,107297,2020-04-12,0
250,Aysen,11,107297,2020-04-13,0
251,Aysen,11,107297,2020-04-14,0
252,Aysen,11,107297,2020-04-15,0
253,Aysen,11,107297,2020-04-16,0
254,Aysen,11,107297,2020-04-17,0
255,Magallanes y la Antartica,12,178362,2020-04-01,5
256,Magallanes y la Antartica,12,178362,2020-04-02,10
257,Magallanes y la Antartica,12,178362,2020-04-03,11
258,Magallanes y la Antartica,12,178362,2020-04-04,12
259,Magallanes y la Antartica,12,178362,2020-04-05,13
260,Magallanes y la Antartica,12,178362,2020-04-06,12
261,Magallanes y la Antartica,12,178362,2020-04-07,12
262,Magallanes y la Antartica,12,178362,2020-04-08,14
263,Magallanes y la Antartica,12,178362,2020-04-09,14
264,Magallanes y la Antartica,12,178362,2020-04-10,15
265,Magallanes y la Antartica,12,178362,2020-04-11,18
266,Magallanes y la Antartica,12,178362,2020-04-12,18
267,Magallanes y la Antartica,12,178362,2020-04-13,15
268,Magallanes y la Antartica,12,178362,2020-04-14,15
269,Magallanes y la Antartica,12,178362,2020-04-15,16
270,Magallanes y la Antartica,12,178362,2020-04-16,18
271,Magallanes y la Antartica,12,178362,2020-04-17,18
